,end,err_imf_avg,imf_avg,start,x_avg,y_avg,z_avg
1786,2006-08-11 03:45:00,2.767470946900857,0.5239102552668788,2006-08-10 23:30:00,-11.757183994784056,-8.346503990437439,1.1583980295328593
1787,2006-08-11 06:45:00,1.3414557209942155,0.7902857112139463,2006-08-11 03:55:00,-14.270740184317331,-8.490041931071598,1.2545059084691799
1788,2006-08-11 08:15:00,0.5765067201505586,2.5440000035546046,2006-08-11 07:25:00,-15.469114310583466,-8.273155348810663,2.8403276208958204
1789,2006-08-11 12:40:00,1.5875016884650204,0.21817628317870774,2006-08-11 08:25:00,-16.31931347572534,-7.79565760718641,4.474880166137425
1790,2006-08-11 14:35:00,0.7471499148471523,-1.7944999873638152,2006-08-11 14:20:00,-16.99395699262282,-6.841979281117564,6.680505415162455
1791,2006-08-11 16:15:00,2.0864023269934644,0.373250000178814,2006-08-11 15:30:00,-17.045550149113172,-6.415617642442316,7.409103751373411
1792,2006-08-12 19:20:00,0.4191435770810972,-0.5153333344807227,2006-08-12 19:10:00,0.3419138806048239,3.9215717051221683,6.244440956417098
1793,2006-08-13 11:20:00,0.08994072460942085,0.5226666736106077,2006-08-13 11:10:00,-12.549887511118087,-7.938994401716109,0.7717783707424267
1794,2006-08-13 12:30:00,0.03863677248138911,1.2855999970436094,2006-08-13 12:10:00,-13.333354261497409,-7.978716057133889,0.08566943964840686
1795,2006-08-13 15:55:00,0.3452207002462383,0.6373333354791004,2006-08-13 15:45:00,-15.321456600219745,-7.786375765185999,2.1785172395751586
1796,2006-08-13 16:50:00,0.47150235552681713,0.6888571385826383,2006-08-13 16:20:00,-15.648249882279076,-7.691481489786308,2.6501558400789293
1797,2006-08-15 05:45:00,0.6436285940626755,0.10183333601388671,2006-08-15 05:20:00,1.9787579134620417,3.608538690943337,4.324281902370115
1798,2006-08-15 08:35:00,0.03448671248153151,-0.22333333740631742,2006-08-15 08:25:00,3.0322816930884735,0.29566263799508186,2.3920891539789673
1799,2006-08-15 19:25:00,0.28071733373291113,1.917045439373363,2006-08-15 18:35:00,-11.76059131576319,-7.340192063469414,1.6190122857835931
1800,2006-08-15 20:20:00,1.0943162221667886,0.496000000834465,2006-08-15 20:05:00,-12.759927797833935,-7.424894051169361,0.8461779940354732
1801,2006-08-16 04:35:00,1.085519626071159,1.4001034444669025,2006-08-15 23:35:00,-16.048493300843216,-6.971247790320381,2.9023263712879306
1802,2006-08-17 14:30:00,1.2618637124791352,1.4779259375124065,2006-08-17 13:50:00,1.5481609375817509,3.7024712673747353,5.13446345419348
1803,2006-08-18 04:50:00,0.42953114653597685,-6.290769276252159,2006-08-18 03:50:00,-12.252562693937675,-6.887060357630127,1.4603431413979209
1804,2006-08-18 05:55:00,4.628619792447988,-2.3966666460037236,2006-08-18 05:45:00,-13.448438235755768,-6.916391984513159,0.4972531784649192
1805,2006-08-18 14:30:00,3.4535246597961966,-1.5832886548549627,2006-08-18 06:30:00,-15.942527917253923,-6.405529566155922,2.4725552479259276
1806,2006-08-20 22:55:00,1.2139963854961238,1.9667294136873061,2006-08-20 15:55:00,-16.14233429048907,-5.814719270222607,2.3727607633855614
1807,2006-08-20 23:25:00,0.6862390264419926,-0.21899999398738146,2006-08-20 23:10:00,-17.473238110186784,-5.030842881808193,4.745369643698007
1808,2006-08-20 23:50:00,0.5999511198825357,1.0906666725873946,2006-08-20 23:40:00,-17.5609271176686,-4.915345576309319,5.0111442473709
1809,2006-08-21 02:30:00,1.501007490422134,0.009677423260384985,2006-08-21 00:00:00,-17.757839200814175,-4.512630315795869,5.853737449430637
1810,2006-08-21 03:55:00,2.3411260895061927,0.7399999901186674,2006-08-21 02:40:00,-17.874431015539162,-3.9264538533982107,6.950047088369173
1811,2006-08-21 06:45:00,0.11689882239134962,-0.1666666686534882,2006-08-21 06:35:00,-17.617799403547323,-2.86192643750327,8.584942185946739
1812,2006-08-21 07:10:00,0.24847266475533128,0.40199999511241913,2006-08-21 06:55:00,-17.556270601161515,-2.737835504630356,8.751687333228693
1813,2006-08-22 16:50:00,3.5346998571915114,-3.436222227414449,2006-08-22 15:25:00,-4.934294284867193,-4.646549468947836,4.801496363731491
1814,2006-08-22 20:10:00,1.9580761428552589,-0.25142856692629195,2006-08-22 17:55:00,-9.109575756216787,-5.619778236204227,3.532036908312218
1815,2006-08-22 20:30:00,0.6253201933573552,2.6693333466847737,2006-08-22 20:20:00,-10.716946580861196,-5.827394966776539,2.7520535761000366
1816,2006-08-22 22:35:00,1.5741552313109692,0.8494166631872457,2006-08-22 20:40:00,-11.91658818605138,-5.8890284099827355,2.0082273845026943
1817,2006-08-23 06:40:00,1.8758797210997304,0.5578333341960041,2006-08-22 23:45:00,-15.750657742299557,-5.393954002885097,1.6660761934659283
1818,2006-08-23 08:55:00,1.1491305395201523,3.1222051257124313,2006-08-23 06:50:00,-17.53846153846154,-4.45451142798498,4.453925841855523
1819,2006-08-24 17:30:00,0.6491039888377821,-1.7539999946951867,2006-08-24 17:05:00,1.7081567519489356,3.612174959451682,5.482681944226443
1820,2006-08-24 20:35:00,0.18853090493834518,-1.4555000007152554,2006-08-24 20:10:00,3.588866216711139,0.6901585308428818,1.1361115471145296
1821,2006-08-25 13:35:00,0.393067667425135,0.27420833377529763,2006-08-25 10:40:00,-15.968895516140849,-4.823318334815746,1.473543312579571
1822,2006-08-27 03:20:00,1.0776063394163486,0.7670000065118074,2006-08-27 02:45:00,2.568317375608225,3.1997527860618424,4.416889028409983
1824,2006-08-27 14:15:00,2.973442381122354,-7.027777798970541,2006-08-27 13:40:00,-10.394620153822006,-4.923834562862973,3.108950714173599
1825,2006-08-27 21:15:00,8.308869545197709,1.3020256507234313,2006-08-27 14:50:00,-14.063953652165864,-4.65923918074287,1.1195662235530386
1826,2006-08-28 01:50:00,4.063618789851991,2.2333043479401136,2006-08-27 22:05:00,-17.2562392089154,-3.5607201108282776,3.2051858625702057
