start,end,imf_z,arc,url
2005-07-03 08:20:00,2005-07-03 16:40:00,-0.8331584143830408,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/184/f16_StripDisk_2005184.png
2005-07-08 04:45:00,2005-07-08 06:40:00,2.019208329124376,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/189/f16_StripDisk_2005189.png
2005-07-13 06:05:00,2005-07-13 08:05:00,2.6751600131988527,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/194/f16_StripDisk_2005194.png
2005-07-15 07:10:00,2005-07-15 11:20:00,-0.11653061113985524,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/196/f16_StripDisk_2005196.png
2005-08-03 06:15:00,2005-08-03 09:45:00,0.004499996852043082,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/215/f16_StripDisk_2005215.png
2005-08-13 17:00:00,2005-08-13 18:30:00,1.9980000021818436,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/225/f16_StripDisk_2005225.png
2005-09-03 05:20:00,2005-09-03 06:55:00,2.496699988991023,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2005/246/f16_StripDisk_2005246.png
2006-07-07 08:20:00,2006-07-07 11:50:00,-0.9696937959381314,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/188/f16_StripDisk_2006188.png
2006-07-09 08:05:00,2006-07-09 14:40:00,-0.6189937488897703,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/190/f16_StripDisk_2006190.png
2006-07-14 08:45:00,2006-07-14 10:40:00,1.8988541616126895,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/195/f16_StripDisk_2006195.png
2006-07-16 11:15:00,2006-07-16 14:50:00,0.9750984834337776,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/197/f16_StripDisk_2006197.png
2006-07-28 08:40:00,2006-07-28 12:00:00,-0.13053658008575442,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/209/f16_StripDisk_2006209.png
2006-08-02 03:15:00,2006-08-02 06:25:00,-0.9569230836935537,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/214/f16_StripDisk_2006214.png
2006-08-02 08:10:00,2006-08-02 09:45:00,-1.8782000036537645,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/214/f16_StripDisk_2006214.png
2006-08-07 07:30:00,2006-08-07 09:10:00,4.0789523771830964,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2006/219/f16_StripDisk_2006219.png
2007-07-01 09:05:00,2007-07-01 10:50:00,0.22509091101925482,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/182/f16_StripDisk_2007182.png
2007-07-01 12:00:00,2007-07-01 14:55:00,-0.41411110979194443,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/182/f16_StripDisk_2007182.png
2007-07-08 10:30:00,2007-07-08 14:55:00,-0.8929814790616986,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/189/f16_StripDisk_2007189.png
2007-07-15 09:05:00,2007-07-15 15:05:00,-0.4237288135908923,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/196/f16_StripDisk_2007196.png
2007-07-27 05:45:00,2007-07-27 07:40:00,0.8303333316619198,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/208/f16_StripDisk_2007208.png
2007-07-27 07:55:00,2007-07-27 09:55:00,0.39056000284850606,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/208/f16_StripDisk_2007208.png
2007-07-27 10:35:00,2007-07-27 12:10:00,-2.377199996709823,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/208/f16_StripDisk_2007208.png
2007-08-01 06:45:00,2007-08-01 08:25:00,-2.4412618956395553,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2007/213/f16_StripDisk_2007213.png
2008-07-10 21:10:00,2008-07-10 22:50:00,-1.3774365065589784,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/192/f16_StripDisk_2008192.png
2008-07-13 14:20:00,2008-07-13 17:35:00,0.1632708321216827,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/195/f16_StripDisk_2008195.png
2008-07-15 14:25:00,2008-07-15 16:20:00,0.8067499998025595,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/197/f16_StripDisk_2008197.png
2008-07-18 10:00:00,2008-07-18 11:35:00,-1.9420666622122127,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/200/f16_StripDisk_2008200.png
2008-07-25 05:55:00,2008-07-25 07:55:00,0.12431999917328358,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/207/f16_StripDisk_2008207.png
2008-07-25 08:40:00,2008-07-25 14:20:00,0.926507242758205,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/207/f16_StripDisk_2008207.png
2008-07-27 11:30:00,2008-07-27 15:50:00,1.1279150974479908,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/209/f16_StripDisk_2008209.png
2008-08-01 05:40:00,2008-08-01 08:40:00,0.43752702085620115,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/214/f16_StripDisk_2008214.png
2008-08-13 03:40:00,2008-08-13 05:25:00,-1.0382727282460442,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2008/226/f16_StripDisk_2008226.png
2009-07-28 17:25:00,2009-07-28 19:00:00,0.7646000007167458,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2009/209/f16_StripDisk_2009209.png
2009-08-07 09:10:00,2009-08-07 11:05:00,0.3215625003756335,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2009/219/f16_StripDisk_2009219.png
2009-08-09 14:55:00,2009-08-09 16:30:00,0.381599999703467,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2009/221/f16_StripDisk_2009221.png
2009-08-14 08:15:00,2009-08-14 12:40:00,-0.6376111098668642,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2009/226/f16_StripDisk_2009226.png
2009-08-26 05:40:00,2009-08-26 07:55:00,-3.3939107162611823,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2009/238/f16_StripDisk_2009238.png
2010-07-09 12:55:00,2010-07-09 16:35:00,-0.626999998481737,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/190/f16_StripDisk_2010190.png
2010-07-15 10:25:00,2010-07-15 12:00:00,-0.6432999984609585,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/196/f16_StripDisk_2010196.png
2010-07-16 08:50:00,2010-07-16 12:10:00,-1.2392682946158375,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/197/f16_StripDisk_2010197.png
2010-07-29 08:40:00,2010-07-29 10:15:00,-1.4798333224654194,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/210/f16_StripDisk_2010210.png
2010-07-29 11:45:00,2010-07-29 13:40:00,-0.4798333337996155,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/210/f16_StripDisk_2010210.png
2010-07-31 06:20:00,2010-07-31 11:55:00,0.7448308782907678,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/212/f16_StripDisk_2010212.png
2010-07-31 13:20:00,2010-07-31 15:25:00,0.17236538260506518,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/212/f16_StripDisk_2010212.png
2010-08-02 14:15:00,2010-08-02 19:40:00,-0.4273510148240761,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/214/f16_StripDisk_2010214.png
2010-08-07 05:00:00,2010-08-07 06:50:00,1.1186739101682022,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/219/f16_StripDisk_2010219.png
2010-08-07 08:45:00,2010-08-07 11:50:00,-1.6538026276387665,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/219/f16_StripDisk_2010219.png
2010-08-09 07:25:00,2010-08-09 09:35:00,1.788148151144937,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/221/f16_StripDisk_2010221.png
2010-08-11 13:45:00,2010-08-11 18:30:00,0.3579655173266756,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/223/f16_StripDisk_2010223.png
2010-08-16 05:20:00,2010-08-16 13:05:00,-0.7278528351561291,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/228/f16_StripDisk_2010228.png
2010-08-18 08:35:00,2010-08-18 11:35:00,1.264225229808876,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/230/f16_StripDisk_2010230.png
2010-08-20 14:55:00,2010-08-20 17:15:00,-0.21129310187594647,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/232/f16_StripDisk_2010232.png
2010-08-25 03:30:00,2010-08-25 07:25:00,0.8976354172996556,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/237/f16_StripDisk_2010237.png
2010-08-25 07:35:00,2010-08-25 09:05:00,0.812736842820519,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/237/f16_StripDisk_2010237.png
2010-08-27 10:50:00,2010-08-27 16:25:00,-0.3437777758127561,True,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/239/f16_StripDisk_2010239.png
2010-10-22 23:15:00,2010-10-23 00:45:00,0.1968771880525246,False,https://ssusi.jhuapl.edu/dataN/f16/apl/l1b/images/2010/295/f16_StripDisk_2010295.png
